0;0;0;0;land;false;unknown;0
1;213;2;1;land;false;hills;3
2;235;24;1;land;false;hills;3
3;211;38;1;land;false;desert;3
4;191;24;1;land;false;desert;3
5;174;17;1;land;false;desert;3
6;181;22;1;land;false;mountain;3
7;223;47;1;land;false;desert;3
8;191;27;1;land;false;hills;3
9;185;58;1;land;false;desert;3
10;171;37;1;land;false;desert;3
11;221;24;1;land;false;desert;3
12;194;18;1;land;false;desert;3
13;215;42;1;land;false;desert;3
14;170;29;1;land;false;desert;3
15;178;58;1;land;false;desert;3
16;216;14;1;land;false;hills;3
17;207;15;1;land;false;desert;3
18;181;53;1;land;false;desert;3
19;176;22;1;land;false;desert;3
20;205;30;1;land;false;desert;3
21;231;22;1;land;false;desert;3
22;168;36;1;land;false;desert;3
23;211;51;1;land;false;desert;3
24;175;19;1;land;false;desert;3
25;190;34;1;land;false;desert;3
26;154;209;1;land;false;plains;3
27;169;165;1;land;false;urban;3
28;163;220;1;land;false;urban;3
29;165;149;1;land;false;plains;3
30;139;164;1;land;true;plains;3
31;149;157;1;land;false;urban;3
32;140;186;1;land;true;plains;3
33;177;159;1;land;true;plains;3
34;125;172;1;land;false;urban;3
35;149;198;1;land;false;plains;3
36;128;173;1;land;false;plains;3
37;139;160;1;land;false;plains;3
38;184;189;1;land;false;plains;3
39;124;214;1;land;false;plains;3
40;128;153;1;land;true;plains;3
41;119;27;1;land;false;urban;3
42;107;12;1;land;false;plains;3
43;101;15;1;land;false;urban;3
44;167;40;1;land;false;urban;3
45;72;128;1;land;false;jungle;3
46;98;153;1;land;true;jungle;3
47;116;132;1;land;true;jungle;3
48;59;130;1;land;true;jungle;3
49;108;162;1;land;false;jungle;3
50;114;119;1;land;true;jungle;3
51;101;132;1;land;true;jungle;3
52;54;159;1;land;false;jungle;3
53;99;164;1;land;false;jungle;3
54;119;175;1;land;true;jungle;3
55;114;112;1;land;false;jungle;3
56;90;171;1;land;true;jungle;3
57;118;114;1;land;true;jungle;3
58;81;174;1;land;true;jungle;3
59;62;171;1;land;false;jungle;3
60;69;126;1;land;false;jungle;3
61;113;119;1;land;true;jungle;3
62;67;100;1;land;true;jungle;3
63;126;121;1;land;false;jungle;3
64;92;97;1;land;false;jungle;3
65;111;130;1;land;false;jungle;3
66;67;99;1;land;false;jungle;3
67;96;163;1;land;true;jungle;3
68;65;154;1;land;false;jungle;3
69;49;127;1;land;true;jungle;3
70;124;112;1;land;false;jungle;3
71;82;144;1;land;false;jungle;3
72;94;147;1;land;false;jungle;3
73;94;161;1;land;false;jungle;3
74;87;134;1;land;true;jungle;3
75;106;105;1;land;true;jungle;3
76;51;100;1;land;false;jungle;3
77;75;109;1;land;false;jungle;3
78;107;146;1;land;true;jungle;3
79;80;169;1;land;false;jungle;3
80;116;169;1;land;false;jungle;3
81;74;156;1;land;true;jungle;3
82;49;166;1;land;false;jungle;3
83;71;155;1;land;true;jungle;3
84;112;143;1;land;false;jungle;3
85;90;97;1;land;false;jungle;3
86;76;164;1;land;true;jungle;3
87;109;142;1;land;true;jungle;3
88;94;135;1;land;false;jungle;3
89;56;154;1;land;false;jungle;3
90;93;143;1;land;false;jungle;3
91;66;107;1;land;false;jungle;3
92;66;220;1;land;false;plains;3
93;73;223;1;land;false;urban;3
94;134;237;1;land;false;urban;3
95;136;223;1;land;true;plains;3
96;72;86;1;land;false;urban;3
97;43;91;1;land;false;plains;3
98;79;116;1;land;false;plains;3
99;71;159;1;land;false;plains;3
100;26;157;1;land;false;plains;3
101;69;96;1;land;false;plains;3
102;21;119;1;land;false;plains;3
103;16;122;1;land;false;plains;3
104;71;112;1;land;false;plains;3
105;85;159;1;land;false;plains;3
106;27;154;1;land;false;plains;3
107;88;140;1;land;false;plains;3
108;60;134;1;land;false;plains;3
109;29;121;1;land;false;plains;3
110;70;109;1;land;false;plains;3
111;46;107;1;land;false;urban;3
112;34;88;1;land;false;plains;3
113;57;104;1;land;false;plains;3
114;28;141;1;land;false;plains;3
115;48;100;1;land;false;plains;3
116;35;131;1;land;false;plains;3
117;72;110;1;land;false;urban;3
118;104;203;1;land;false;plains;3
119;120;182;1;land;false;plains;3
120;117;178;1;land;false;plains;3
121;123;196;1;land;false;plains;3
122;153;69;1;land;false;plains;3
123;187;71;1;land;false;plains;3
124;191;74;1;land;false;plains;3
125;167;120;1;land;false;plains;3
126;158;88;1;land;false;plains;3
127;190;76;1;land;false;plains;3
128;119;95;1;land;false;plains;3
129;144;108;1;land;false;plains;3
130;138;93;1;land;false;plains;3
131;193;107;1;land;false;plains;3
132;117;73;1;land;false;plains;3
133;181;89;1;land;false;plains;3
134;168;105;1;land;false;urban;3
135;253;69;1;land;false;urban;3
136;215;63;1;land;false;plains;3
137;213;87;1;land;false;plains;3
138;224;120;1;land;false;plains;3
139;204;64;1;land;false;plains;3
140;213;105;1;land;false;plains;3
141;254;104;1;land;false;urban;3
142;220;58;1;land;false;urban;3
143;228;97;1;land;false;plains;3
144;210;114;1;land;false;urban;3
145;209;133;1;land;false;plains;3
146;210;135;1;land;false;plains;3
147;243;104;1;land;false;plains;3
148;215;133;1;land;false;plains;3
149;205;88;1;land;false;plains;3
150;253;104;1;land;false;urban;3
151;248;80;1;land;false;plains;3
152;168;71;1;land;false;mountain;3
153;147;30;1;land;false;plains;3
154;159;64;1;land;false;plains;3
155;136;60;1;land;false;plains;3
156;131;66;1;land;false;plains;3
157;141;105;1;land;false;hills;3
158;141;99;1;land;false;plains;3
159;177;40;1;land;false;mountain;3
160;139;29;1;land;false;plains;3
161;129;52;1;land;false;hills;3
162;169;53;1;land;false;hills;3
163;169;106;1;land;false;plains;3
164;195;72;1;land;false;plains;3
165;123;91;1;land;false;hills;3
166;169;72;1;land;false;mountain;3
167;122;35;1;land;false;plains;3
168;136;94;1;land;false;mountain;3
169;194;105;1;land;false;plains;3
170;128;67;1;land;false;mountain;3
171;145;57;1;land;false;plains;3
172;152;102;1;land;false;hills;3
173;136;47;1;land;false;hills;3
174;190;29;1;land;false;hills;3
175;144;98;1;land;false;mountain;3
176;152;86;1;land;false;plains;3
177;125;100;1;land;false;plains;3
178;192;71;1;land;false;mountain;3
179;127;55;1;land;false;plains;3
180;147;49;1;land;false;plains;3
181;140;85;1;land;false;hills;3
182;241;226;1;land;false;urban;3
183;189;169;1;land;false;plains;3
184;202;198;1;land;false;plains;3
185;180;165;1;land;false;plains;3
186;223;182;1;land;false;plains;3
187;184;164;1;land;false;plains;3
188;198;225;1;land;false;urban;3
189;250;226;1;land;false;urban;3
190;233;188;1;land;false;plains;3
191;194;201;1;land;false;plains;3
192;204;179;1;land;false;plains;3
193;187;237;1;land;false;plains;3
194;233;207;1;land;false;urban;3
195;203;237;1;land;false;desert;3
196;251;175;1;land;false;plains;3
197;253;225;1;land;false;plains;3
198;182;218;1;land;false;plains;3
199;198;207;1;land;false;plains;3
200;201;172;1;land;false;urban;3
201;241;214;1;land;false;urban;3
202;219;182;1;land;false;plains;3
203;175;228;1;land;false;plains;3
204;243;169;1;land;false;urban;3
205;206;182;1;land;false;plains;3
206;237;197;1;land;false;plains;3
207;221;229;1;land;false;urban;3
208;194;178;1;land;false;plains;3
209;205;177;1;land;false;plains;3
210;232;32;1;land;false;plains;3
211;212;11;1;land;false;plains;3
212;200;18;1;land;true;urban;3
213;208;7;1;land;false;plains;3
214;236;14;1;land;false;plains;3
215;224;33;1;land;false;urban;3
216;197;8;1;land;true;plains;3
217;229;32;1;land;true;plains;3
218;242;7;1;land;false;plains;3
219;183;18;1;land;true;plains;3
220;229;14;1;land;false;plains;3
221;171;126;1;land;false;plains;3
222;142;162;1;land;false;urban;3
223;156;149;1;land;false;plains;3
224;180;132;1;land;false;urban;3
225;144;150;1;land;false;plains;3
226;158;156;1;land;false;urban;3
227;142;153;1;land;false;urban;3
228;162;136;1;land;false;plains;3
229;142;114;1;land;false;plains;3
230;113;125;1;land;false;plains;3
231;158;157;1;land;false;urban;3
232;159;135;1;land;false;plains;3
233;172;114;1;land;false;plains;3
234;126;147;1;land;false;urban;3
235;178;143;1;land;false;urban;3
236;116;156;1;land;false;plains;3
237;189;175;1;land;false;plains;3
238;162;124;1;land;false;plains;3
239;134;169;1;land;false;plains;3
240;150;120;1;land;false;plains;3
241;191;171;1;land;false;plains;3
242;143;131;1;land;false;urban;3
243;184;111;1;land;false;urban;3
244;181;114;1;land;false;plains;3
245;135;179;1;land;false;plains;3
246;146;126;1;land;false;plains;3
247;188;119;1;land;false;plains;3
248;131;146;1;land;false;urban;3
249;126;137;1;land;false;urban;3
250;174;114;1;land;false;urban;3
251;27;28;1;land;false;urban;3
252;43;41;1;land;true;plains;3
253;1;39;1;land;false;plains;3
254;9;41;1;land;false;plains;3
255;38;59;1;land;false;plains;3
256;39;81;1;land;false;plains;3
257;1;98;1;land;true;plains;3
258;11;92;1;land;true;plains;3
259;27;47;1;land;false;urban;3
260;26;68;1;land;false;plains;3
261;30;43;1;land;true;plains;3
262;46;33;1;land;false;plains;3
263;40;85;1;land;false;hills;3
264;223;18;1;land;false;urban;3
265;206;0;1;land;false;plains;3
266;206;32;1;land;false;plains;3
267;228;26;1;land;false;plains;3
268;252;24;1;land;false;urban;3
269;201;22;1;land;false;plains;3
270;200;25;1;land;false;plains;3
271;216;24;1;land;false;plains;3
272;224;25;1;land;false;plains;3
273;212;28;1;land;false;plains;3
274;248;23;1;land;false;urban;3
275;226;20;1;land;false;plains;3
276;251;30;1;land;false;plains;3
277;224;27;1;land;false;plains;3
278;192;15;1;land;false;plains;3
279;247;0;1;land;false;plains;3
280;187;18;1;land;false;plains;3
281;228;31;1;land;false;plains;3
282;237;3;1;land;false;plains;3
283;194;19;1;land;false;urban;3
284;224;24;1;land;false;plains;3
285;73;99;1;land;false;urban;3
286;58;130;1;land;false;plains;3
287;101;142;1;land;false;urban;3
288;87;128;1;land;false;plains;3
289;95;87;1;land;false;urban;3
290;39;142;1;land;false;urban;3
291;52;127;1;land;false;plains;3
292;51;125;1;land;false;plains;3
293;44;85;1;land;false;plains;3
294;52;86;1;land;false;plains;3
295;32;146;1;land;false;urban;3
296;95;92;1;land;false;urban;3
297;104;94;1;land;false;urban;3
298;50;92;1;land;false;plains;3
299;84;123;1;land;false;urban;3
300;37;140;1;land;false;plains;3
301;104;134;1;land;false;urban;3
302;77;95;1;land;false;plains;3
303;36;139;1;land;false;plains;3
304;47;79;1;land;false;plains;3
305;99;132;1;land;false;plains;3
306;91;133;1;land;false;plains;3
307;34;142;1;land;false;plains;3
308;25;104;1;land;false;plains;3
309;66;51;1;land;true;plains;3
310;65;107;1;land;false;plains;3
311;8;76;1;land;false;plains;3
312;49;55;1;land;true;urban;3
313;62;52;1;land;true;plains;3
314;3;82;1;land;true;plains;3
315;63;70;1;land;false;plains;3
316;36;76;1;land;true;plains;3
317;62;83;1;land;false;plains;3
318;74;84;1;land;true;plains;3
319;60;63;1;land;false;urban;3
320;47;105;1;land;false;plains;3
321;225;197;1;land;false;plains;3
322;208;148;1;land;false;plains;3
323;200;191;1;land;false;plains;3
324;192;181;1;land;false;plains;3
325;221;162;1;land;false;plains;3
326;210;182;1;land;false;plains;3
327;174;166;1;land;false;plains;3
328;203;140;1;land;false;plains;3
329;211;170;1;land;false;plains;3
330;234;187;1;land;false;plains;3
331;189;174;1;land;false;plains;3
332;175;139;1;land;false;plains;3
333;199;140;1;land;false;plains;3
334;198;179;1;land;false;plains;3
335;179;185;1;land;false;plains;3
336;204;126;1;land;false;plains;3
337;193;187;1;land;false;plains;3
338;174;135;1;land;false;plains;3
339;235;169;1;land;false;plains;3
340;177;195;1;land;false;plains;3
341;200;185;1;land;false;plains;3
